"Inspection","Permit_ID","Date","Time","Inspection_Type","Critical_Violations","Non_Critical_Violations","Critical_Violations_Corrected_On_Site","Critical_Violations_To_Be_Resolved","Non_Critical_Violations_Corrected_On_Site","Non_Critical_Violations_To_Be_Resolved"
179751,4416,"2013-03-07","17:00","Routine","1","3","0","0","0","0"
179752,6866,"2013-03-07","17:50","Routine","2","2","2","0","0","0"
179753,4137,"2013-03-07","19:00","Routine","2","1","0","0","0","0"
179754,5205,"2013-03-07","19:55","Routine","0","2","0","0","0","0"
179756,4019,"2013-03-08","17:00","Follow-up","0","0","0","0","0","0"
179757,2477,"2013-03-08","17:45","Routine","2","3","0","0","0","0"
179758,1374,"2013-03-08","18:45","Routine","2","0","0","0","0","0"
179759,147498,"2013-03-08","20:00","Routine","1","4","0","0","0","0"
179760,2163,"2013-02-28","18:55","Routine","1","3","1","0","0","0"
179761,1434,"2013-03-07","24:55","Routine","3","5","1","0","1","0"
179762,2612,"2013-03-05","18:35","Follow-up","0","0","0","0","0","0"
179763,4690,"2013-02-22","13:00","Complaint","3","0","0","0","0","0"
179764,6266,"2013-03-07","18:00","Routine","1","1","1","0","0","0"
179766,2233,"2013-03-07","17:45","Routine","0","1","0","0","1","0"
179767,5445,"2013-03-08","24:45","Routine","2","1","0","0","0","0"
179769,6940,"2013-03-09","17:00","Routine","4","2","0","0","0","0"
179772,6014,"2013-03-09","18:05","Follow-up","0","0","0","0","0","0"
179779,5332,"2013-03-11","11:50","Complaint","2","3","1","0","0","0"
179780,147499,"2013-03-11","14:40","Preoperational","0","0","0","0","0","0"
179781,3808,"2013-03-11","10:20","Complaint","2","2","1","0","2","0"
179782,3799,"2013-03-11","11:26","Routine","0","4","0","0","3","0"
179783,3977,"2013-03-11","14:20","Routine","1","3","0","0","2","0"
179784,7177,"2013-03-11","16:20","Routine","1","2","0","0","2","0"
179790,1297,"2013-03-11","13:00","Routine","5","12","4","0","0","0"
179791,4690,"2013-03-11","24:30","Follow-up","1","0","0","0","0","0"
179793,5325,"2013-03-11","11:30","Routine","2","1","0","0","0","0"
179795,806,"2013-03-11","17:30","Routine","3","2","1","0","0","0"
179796,147411,"2013-03-11","18:35","Follow-up","0","0","0","0","0","0"
179797,598,"2013-03-11","19:30","Follow-up","1","0","0","1","0","0"
179798,5439,"2013-03-11","20:15","Routine","5","3","2","0","0","0"
179812,2383,"2013-03-12","13:20","Routine","2","0","2","0","0","0"
179813,5254,"2013-03-13","08:52","Routine","3","0","3","0","0","0"
179814,3637,"2013-03-08","13:00","Routine","2","0","2","0","0","0"
179816,3813,"2013-03-08","15:00","Routine","1","0","1","0","0","0"
179817,1434,"2013-03-12","14:00","Follow-up","1","0","0","0","0","0"
179818,147501,"2013-03-12","11:50","Preoperational","1","4","1","0","0","0"
179819,3091,"2013-03-12","17:00","Follow-up","3","0","3","0","0","0"
179821,147504,"2013-03-12","11:10","Preoperational","0","0","0","0","0","0"
179822,6452,"2013-03-12","18:40","Routine","3","3","1","0","0","0"
179823,5335,"2013-03-12","19:45","Routine","1","3","0","0","0","0"
179824,6878,"2013-03-12","20:30","Routine","3","1","0","0","0","0"
179826,5580,"2013-03-13","18:00","Complaint","3","12","0","0","0","0"
179827,137268,"2013-03-12","19:45","Follow-up","0","1","0","0","0","0"
179828,1969,"2013-03-13","24:45","Complaint","4","3","0","0","0","0"
179833,1006,"2013-03-12","15:40","Routine","1","3","0","0","3","0"
179834,1028,"2013-03-13","15:04","Routine","1","2","0","0","2","0"
179835,1026,"2013-03-13","16:20","Routine","1","2","1","0","2","0"
179843,2070,"2013-03-13","14:00","Routine","3","0","0","0","0","0"
179846,147332,"2013-03-14","24:40","Preoperational","0","0","0","0","0","0"
179854,6230,"2013-03-14","17:00","Routine","2","2","0","0","0","0"
179857,5273,"2013-03-15","17:55","Routine","2","2","0","0","0","0"
179866,2578,"2013-03-14","18:55","Routine","1","1","0","0","0","0"
179868,147509,"2013-03-14","20:00","Initial","0","1","0","0","0","0"
179872,4498,"2013-03-16","16:05","Routine","3","3","2","0","3","0"
179875,4015,"2013-03-14","14:45","Complaint","0","0","0","0","0","0"
179876,147478,"2013-03-01","13:00","Preoperational","1","4","0","0","0","0"
179877,147392,"2013-03-14","11:35","Follow-up","0","0","0","0","0","0"
179880,2071,"2013-03-13","14:30","Routine","4","0","2","0","0","0"
179881,147431,"2013-02-14","13:00","Preoperational","1","3","0","0","0","0"
179882,4591,"2013-03-14","14:10","Routine","3","0","0","0","0","0"
179886,147513,"2013-03-15","10:35","Preoperational","1","3","0","0","0","0"
179888,5388,"2013-02-22","13:10","Routine","0","1","0","0","1","0"
179899,1929,"2013-03-18","19:20","Routine","4","1","0","0","0","0"
179900,147501,"2013-03-15","14:00","Follow-up","0","0","0","0","0","0"
179901,147514,"2013-03-15","22:45","Routine","1","4","1","0","1","0"
179907,1374,"2013-03-18","17:20","Follow-up","0","0","0","0","0","0"
179911,6742,"2013-03-18","18:15","Follow-up","2","1","0","2","0","0"
179913,93243,"2013-03-19","22:50","Routine","1","0","0","0","0","0"
179914,2578,"2013-03-18","19:30","Follow-up","0","0","0","0","0","0"
179915,5439,"2013-03-19","17:00","Follow-up","3","1","0","1","0","0"
179918,837,"2013-03-19","17:00","Routine","0","2","0","0","2","0"
179927,3760,"2013-03-19","15:00","Follow-up","1","0","0","0","0","0"
179929,3761,"2013-03-19","14:25","Follow-up","0","0","0","0","0","0"
179930,6763,"2013-03-19","18:35","Follow-up","2","0","0","2","0","0"
179931,6770,"2013-03-19","19:10","Follow-up","0","0","0","0","0","0"
179932,539,"2013-03-19","19:55","Follow-up","0","0","0","0","0","0"
179934,6414,"2013-03-20","10:14","Follow-up","0","0","0","0","0","0"
179935,5521,"2013-03-20","10:53","Follow-up","0","0","0","0","0","0"
179944,5439,"2013-03-20","17:30","Follow-up","0","0","0","0","0","0"
179947,6959,"2013-03-20","15:15","Complaint","1","6","0","0","0","0"
179949,1266,"2013-03-20","18:40","Routine","1","1","0","0","0","0"
179951,147517,"2013-03-21","11:01","Preoperational","0","1","0","0","1","0"
179953,147513,"2013-03-18","10:30","Preoperational  follow-up","0","1","0","0","0","0"
179957,4028,"2013-03-20","13:45","Follow-up","0","0","0","0","0","0"
179964,5012,"2013-03-22","11:48","Follow-up","0","0","0","0","0","0"
179968,147430,"2013-03-21","14:45","Preoperational","2","1","0","0","0","0"
179972,3507,"2013-03-21","22:30","Complaint","1","2","0","0","2","0"
179973,3934,"2013-03-22","11:15","Complaint","1","1","0","0","1","0"
179974,1181,"2013-03-22","24:19","Routine","3","1","2","0","1","0"
179976,3816,"2013-03-22","14:58","Routine","1","3","1","0","2","0"
179977,3447,"2013-03-21","24:40","Routine","1","3","0","0","3","0"
179978,1202,"2013-03-22","11:15","Follow-up","0","0","0","0","0","0"
179980,4591,"2013-03-21","11:30","Follow-up","0","0","0","0","0","0"
179987,4089,"2013-03-25","11:15","Re-opening","1","1","0","0","0","0"
179990,2981,"2013-03-20","11:20","Complaint","2","3","1","0","1","0"
179998,4255,"2013-03-26","11:25","Routine","4","3","3","1","2","1"
179999,4307,"2013-03-26","13:24","Routine","0","2","0","0","1","1"
180001,3543,"2013-03-25","15:40","Routine","0","3","0","0","3","0"
180002,137257,"2013-03-26","18:40","Follow-up","0","0","0","0","0","0"
180003,4268,"2013-03-25","10:30","Routine","1","0","1","0","0","0"
180004,4057,"2013-03-21","10:00","Routine","2","0","0","0","0","0"
180005,7135,"2013-03-26","17:30","Follow-up","0","0","0","0","0","0"
180017,5203,"2013-03-14","13:45","Routine","2","3","1","0","0","0"
180018,5273,"2013-03-27","18:15","Follow-up","0","0","0","0","0","0"
180019,6878,"2013-03-28","18:20","Follow-up","0","0","0","0","0","0"
180020,986,"2013-03-27","10:30","Routine","4","0","3","0","0","0"
180021,6452,"2013-03-27","19:00","Follow-up","0","0","0","0","0","0"
180022,1152,"2013-03-28","13:45","Routine","2","0","2","0","0","0"
180023,147532,"2013-03-27","14:45","Preoperational","0","0","0","0","0","0"
180024,6761,"2013-03-27","17:30","Follow-up","0","0","0","0","0","0"
180029,3683,"2013-03-28","24:50","Routine","3","1","1","0","0","0"
180035,3654,"2013-03-28","24:07","Routine","4","2","4","0","0","0"
180043,147417,"2013-03-28","11:50","2nd  fl addition","0","0","0","0","0","0"
180044,2332,"2013-03-28","14:35","Routine","1","2","1","0","1","0"
180046,726,"2013-03-27","13:34","Complaint","1","2","1","0","1","0"
180047,6220,"2013-03-27","11:00","Routine","0","3","0","0","3","0"
180053,6792,"2013-03-29","13:00","Routine","2","3","2","0","2","0"
180060,1435,"2013-03-29","24:00","Complaint","2","5","1","0","0","0"
180061,2350,"2013-03-29","14:10","Routine","2","1","2","0","1","0"
180064,1713,"2013-04-01","14:15","Routine","3","2","1","0","0","0"
180065,6392,"2013-04-01","14:01","Complaint","2","2","0","0","2","0"
180067,5461,"2013-04-01","12:17","Routine","1","2","0","0","2","0"
180069,2613,"2013-04-02","17:30","Routine","1","2","1","0","0","0"
180071,6439,"2013-04-01","18:30","Routine","2","1","2","0","0","0"
180073,2988,"2013-04-02","10:15","Routine","1","1","0","0","0","0"
180075,6749,"2013-04-02","10:55","Follow-up","0","0","0","0","0","0"
180076,4348,"2013-04-02","11:53","Follow-up","0","0","0","0","0","0"
180077,4292,"2013-04-02","13:30","Follow-up","0","0","0","0","0","0"
180078,5625,"2013-04-02","14:23","Follow-up","0","0","0","0","0","0"
180083,4181,"2013-04-02","23:15","Routine","0","2","0","0","2","0"
180084,6015,"2013-04-02","10:50","Routine","2","4","1","0","1","0"
180085,5957,"2013-04-02","13:20","Routine","1","1","1","0","0","0"
180086,3581,"2013-04-02","10:35","Routine","3","0","0","0","0","0"
180087,1435,"2013-04-02","14:20","Follow-up","0","0","0","0","0","0"
180088,3588,"2013-04-02","24:35","Routine","2","1","0","0","0","0"
180095,1982,"2013-03-23","09:00","Fire","1","1","0","0","0","0"
180097,5455,"2013-04-03","14:00","Routine","2","1","1","1","1","0"
180098,1666,"2013-04-03","11:40","Routine","1","3","1","0","2","0"
180099,1524,"2013-04-03","10:25","Routine","3","1","1","0","1","0"
180101,1240,"2013-04-03","13:50","Routine","1","2","1","0","1","0"
180102,7005,"2013-04-03","24:05","Routine","2","1","2","0","0","0"
180104,4256,"2013-04-03","11:03","Complaint","1","3","0","0","3","0"
180106,101239,"2013-04-03","11:00","Routine","2","0","1","0","0","0"
180108,147534,"2013-04-04","10:50","Preoperational","0","9","0","0","0","0"
180109,4152,"2013-04-04","11:21","Routine","2","4","1","0","0","0"
180116,4151,"2013-04-04","10:30","Routine","0","1","0","0","0","0"
180119,4148,"2013-04-04","10:00","Sweep","1","0","1","0","0","0"
180122,4147,"2013-04-04","10:35","sweep","0","3","0","0","2","0"
180131,806,"2013-04-04","17:15","Follow-up","0","0","0","0","0","0"
180132,3974,"2013-04-04","18:45","Routine","1","1","1","0","1","0"
180133,6230,"2013-04-04","19:35","Follow-up","0","1","0","0","0","0"
180134,2610,"2013-04-04","20:10","Routine","3","2","1","0","0","0"
180135,5335,"2013-04-04","20:45","Follow-up","0","0","0","0","0","0"
180136,5437,"2013-04-02","17:30","Routine","1","5","0","0","0","0"
180137,6224,"2013-04-02","19:10","Routine","4","6","2","0","0","0"
180138,147549,"2013-04-05","09:47","Change of Ownership","0","6","0","0","2","0"
180139,5439,"2013-04-03","17:45","Complaint","2","2","1","0","1","0"
180140,716,"2013-04-03","17:45","Complaint","2","6","1","0","2","0"
180141,5442,"2013-04-05","11:44","Renovation Addition","0","0","0","0","0","0"
180143,986,"2013-04-05","10:00","Follow-up","0","0","0","0","0","0"
180147,2682,"2013-04-05","14:10","Complaint","8","12","0","0","0","0"
180148,7155,"2013-04-04","19:10","Routine","1","3","0","0","0","0"
180149,606,"2013-04-05","14:00","Routine","1","2","0","0","1","0"
180151,991,"2013-04-05","10:31","Routine","0","1","0","0","1","0"
180153,5332,"2013-04-05","13:30","Follow-up","0","0","0","0","0","0"
180156,4122,"2013-04-05","24:30","Routine","3","1","2","0","0","0"
180157,4127,"2013-04-05","10:30","Routine","2","0","0","0","0","0"
180162,3378,"2013-04-08","10:15","Routine","4","7","0","0","4","0"
180168,3504,"2013-04-08","13:00","Routine","1","1","1","0","1","0"
180169,745,"2013-04-08","10:00","Complaint","2","1","2","0","1","0"
180171,737,"2013-04-08","13:02","Follow-up","0","0","0","0","0","0"
180174,1978,"2013-04-08","18:00","Complaint","2","2","0","0","0","0"
180175,1880,"2013-04-08","18:55","Routine","1","0","0","0","0","0"
180178,2046,"2013-04-08","24:05","Routine","3","2","1","0","1","0"
180179,1251,"2013-04-08","13:30","Follow-up","0","0","0","0","0","0"
180180,4041,"2013-04-08","14:15","Follow-up","0","0","0","0","0","0"
180181,147418,"2013-04-08","11:00","Complaint","2","2","2","0","0","0"
180195,1620,"2013-04-09","14:30","Routine","2","0","2","0","0","0"
180196,4772,"2013-04-08","14:10","Routine","2","4","2","0","2","0"
180197,3581,"2013-04-09","13:00","Follow-up","0","0","0","0","0","0"
180199,1496,"2013-04-09","24:20","Follow-up","0","0","0","0","0","0"
180200,2034,"2013-04-09","13:45","Routine","3","1","0","0","1","0"
180201,5483,"2013-04-09","14:05","Routine","0","4","0","0","4","0"
180202,5036,"2013-04-09","11:00","Routine","1","4","1","0","4","0"
180203,5445,"2013-04-09","16:01","Follow-up","0","0","0","0","0","0"
180204,6171,"2013-04-09","17:00","Routine","1","0","0","0","0","0"
180205,5482,"2013-04-09","18:20","Routine","2","0","0","0","0","0"
180206,1698,"2013-04-09","10:30","Complaint","4","1","1","0","0","0"
180208,2593,"2013-04-09","14:15","Restoration","0","0","0","0","0","0"
180215,5008,"2013-04-10","14:58","Routine","0","0","0","0","0","0"
180218,1749,"2013-04-10","13:30","Complaint","4","5","3","0","2","0"
180219,4624,"2013-04-10","24:32","Routine","0","2","0","0","0","2"
180220,4650,"2013-04-10","14:10","Routine","1","2","0","1","1","1"
180221,1697,"2013-04-10","10:55","Complaint","6","5","2","0","0","0"
180224,147557,"2013-04-10","15:30","Restoration","1","0","0","0","0","0"
180225,5507,"2013-04-10","11:20","Routine","3","3","0","0","0","0"
180226,5439,"2013-04-10","17:30","Follow-up","0","0","0","0","0","0"
180227,716,"2013-04-10","19:00","Follow-up","0","0","0","0","0","0"
180228,6747,"2013-04-10","18:15","Complaint","5","2","1","0","0","0"
180231,5669,"2013-04-10","14:00","Routine","2","4","2","0","1","0"
180232,6872,"2013-04-10","07:50","Routine","3","2","0","0","0","0"
180238,3324,"2013-04-11","11:30","Routine","6","2","1","0","2","0"
180239,4127,"2013-04-11","10:00","Follow-up","0","0","0","0","0","0"
180241,4185,"2013-04-11","24:00","Routine","2","0","2","0","0","0"
180243,4122,"2013-04-11","13:32","Follow-up","0","0","0","0","0","0"
180246,4255,"2013-04-11","14:10","Follow-up","0","0","0","0","0","0"
180247,2292,"2013-04-11","24:02","Routine","2","4","2","0","0","0"
180249,3422,"2013-04-10","14:00","Follow-up","0","0","0","0","0","0"
180250,6894,"2013-04-11","13:35","Follow-up","3","2","3","0","0","0"
180251,1398,"2013-04-11","14:10","Routine","2","2","1","0","1","0"
180252,3285,"2013-04-11","13:00","Follow-up","0","0","0","0","0","0"
180254,147557,"2013-04-09","17:15","Complaint","4","5","0","0","0","0"
180258,5475,"2013-04-10","09:36","Complaint","0","4","0","0","3","0"
180260,4512,"2013-04-11","13:45","Routine","1","3","1","0","2","0"
180261,3789,"2013-04-10","13:57","Routine","1","1","0","0","1","0"
180263,4288,"2013-04-11","15:17","Routine","0","3","0","0","3","0"
180264,147542,"2013-04-11","14:20","Preoperational","0","0","0","0","0","0"
180267,3605,"2013-04-10","11:00","Routine","2","0","2","0","0","0"
180268,2284,"2013-04-11","10:50","Complaint","1","3","1","0","1","0"
180271,147498,"2013-04-04","20:30","Follow-up","0","0","0","0","0","0"
180278,6086,"2013-04-12","14:10","Routine","3","2","1","2","1","1"
180279,1507,"2013-04-12","13:45","Routine","2","4","0","0","0","0"
180282,5608,"2013-04-12","11:49","Routine","0","2","0","0","0","0"
180284,3789,"2013-04-12","09:57","Follow-up","0","0","0","0","0","0"
180287,3996,"2013-04-12","14:05","Routine","6","2","1","0","0","0"
180288,101239,"2013-04-12","10:35","Follow-up","0","0","0","0","0","0"
180289,5908,"2013-04-12","24:50","Follow-up","0","0","0","0","0","0"
180290,4320,"2013-04-15","09:51","Follow-up","0","0","0","0","0","0"
180291,6518,"2013-04-15","10:00","Routine","2","2","1","0","0","0"
180294,4477,"2013-04-15","13:10","Routine","0","0","0","0","0","0"
180295,4479,"2013-04-15","14:04","Routine","1","1","1","0","0","1"
180297,906,"2013-04-15","10:35","Follow-up","0","0","0","0","0","0"
180298,5481,"2013-04-15","19:45","Complaint","2","2","0","0","0","0"
180300,547,"2013-04-15","24:05","Follow-up","0","0","0","0","0","0"
180301,2101,"2013-04-15","14:30","Routine","1","3","1","0","2","0"
180304,6854,"2013-04-15","10:30","Routine","8","6","0","0","0","0"
180307,147510,"2013-03-22","11:00","Follow-up","0","1","0","0","0","0"
180308,3318,"2013-04-17","11:25","Routine","1","2","1","0","0","0"
180309,6854,"2013-04-16","09:45","Restoration","0","2","0","0","0","0"
180310,147572,"2013-04-17","24:35","Routine","9","9","4","0","2","0"
180313,147565,"2013-04-17","10:30","Preoperational","0","2","0","0","0","0"
180318,2906,"2013-04-17","13:00","Routine","2","4","0","0","0","0"
180322,5829,"2013-04-17","24:05","Routine","2","0","0","0","0","0"
180323,5247,"2013-04-17","17:30","Follow-up","0","0","0","0","0","0"
180324,6914,"2013-04-17","18:30","Routine","0","4","0","0","0","0"
180326,3563,"2013-04-17","13:30","Routine","5","3","1","0","0","0"
180327,2617,"2013-04-17","10:35","Routine","3","1","0","0","0","0"
180328,4708,"2013-04-17","20:30","Follow-up","0","1","0","0","0","0"
180329,1261,"2013-04-17","24:35","Follow-up","0","0","0","0","0","0"
180331,2581,"2013-04-17","13:20","Follow-up","0","0","0","0","0","0"
180332,5372,"2013-04-17","14:05","Follow-up","0","0","0","0","0","0"
180334,2732,"2013-04-18","10:40","Routine","4","3","1","0","1","0"
180336,4094,"2013-04-17","18:35","Routine","2","0","2","0","0","0"
180345,1880,"2013-04-18","18:20","Follow-up","0","0","0","0","0","0"
180346,147574,"2013-04-19","13:45","Preoperational","0","0","0","0","0","0"
180347,6941,"2013-04-18","19:15","Routine","1","2","1","0","0","0"
180352,4423,"2013-04-18","13:05","Follow-up","0","0","0","0","0","0"
180354,2757,"2013-04-19","24:05","Routine","1","1","1","0","0","0"
180359,1697,"2013-04-19","24:05","Follow-up","0","0","0","0","0","0"
180360,147574,"2013-04-19","14:00","Preoperational","0","0","0","0","0","0"
180361,1698,"2013-04-19","10:30","Follow-up","0","0","0","0","0","0"
